Country,Date,GDP,Population,Internet Users,Inflation Rate,Unemployment Rate,Education Expenditure,Health Expenditure,Debt to GDP,Exports,Imports,Renewable Energy,Tourist Arrivals,R&D Expenditure,Agriculture Contribution,Manufacturing Contribution,Services Contribution,Political Stability
Argantina,2008-01,1.12414E+12,16933680.64,15118930.24,2.287362535,4.297344752,4.367165901,13.88545502,63.59000621,1.90662E+11,2.59867E+11,23.11939055,1333177.722,3.808711876,1.514388192,11.33795943,72.86293606,1.357374698
Japan,2009-06,4.74562E+12,120491819.8,119080969.9,4.823726429,5.436583486,3.148414141,6.088091939,74.27288949,5.98569E+11,6.92586E+11,21.36090278,18549058.72,3.703061188,9.814158021,13.08200215,54.15924482,0.965592488
France,2013-05,3.19504E+12,65486008.03,56327278.3,1.296458991,6.513411209,7.390443534,14.90878958,85.07462884,4.31351E+11,3.51759E+11,8.988120265,15494960.25,2.782947496,15.22697408,29.07946065,71.20476119,1.387749026
United States,2012-04,2.10951E+13,341700806.4,312572092.8,2.212994904,3.769588048,5.616997384,7.911176477,91.31557011,4.06667E+12,2.53868E+12,26.42863695,66744084.12,3.708843695,18.61291293,20.35158757,70.34153002,1.976919819
Argantina,2013-04,9.78356E+11,16589414.12,15341063.16,-0.773947587,4.967852916,2.861356804,13.27141704,104.7554052,1.32102E+11,1.53538E+11,19.24869093,1863728.629,1.166634809,15.54144529,11.82247955,70.33316478,-1.750730864
India,2011-05,2.65022E+12,1328950141,689057085.4,2.864826437,5.291056554,2.531579725,9.658449736,57.29165771,7.92066E+11,3.89432E+11,5.077590758,139549308.5,2.858922906,19.55249453,20.50851578,63.3521211,2.461277453
India,2018-07,2.54942E+12,1363536292,715515974.2,0.815090874,5.759341114,7.636083202,13.7279072,116.2917082,3.39998E+11,5.00778E+11,22.82766317,318009205.9,2.650253847,16.59438568,10.85435679,55.90729666,-0.860253153
South Korea,2021-07,1.68579E+12,50762202.56,45500189.45,4.900227409,4.758647853,3.227726943,5.324417224,84.54575342,1.79455E+11,3.22107E+11,27.56610789,8857632.111,1.129932006,6.023037815,10.97493113,76.46105574,-1.299459424
Ghana,2015-11,3.35585E+12,67912549.92,62633018.25,4.562474755,6.24670229,3.688718651,12.91970395,69.02484101,6.32798E+11,8.74651E+11,28.2860059,13682649.01,2.514432848,2.447289343,22.34038417,59.797896,0.072492642
Saudi Arabia,2014-12,1.94319E+12,203454983.5,139491652.7,0.196965026,3.208950433,3.322117286,14.20683668,99.87564338,5.47243E+11,3.91148E+11,5.028026586,11924081.81,1.434085669,15.83367097,14.03315566,53.0478902,1.804964895
Australia,2010-02,1.68163E+12,24598678.68,22832667.45,3.228504074,5.631344919,7.178359607,12.26731539,106.6213453,4.96942E+11,2.36488E+11,10.06223995,4652233.461,2.597825037,17.51325578,13.1182644,62.75128324,0.139555381
France,2004-05,2.9061E+12,66568107.26,54095802.18,2.956191172,4.81026734,5.534666392,11.68103507,59.63669639,3.19241E+11,5.77338E+11,8.957492086,4820697.804,1.267144825,14.33990736,28.10533585,77.95518666,2.179564999
Argantina,2005-10,9.29485E+11,17172566.05,16981600.54,4.658383963,4.626892614,5.508649507,9.035553674,87.67881776,1.8656E+11,2.50903E+11,25.601671,2554041.876,1.843028701,17.16671518,29.09316084,50.55852841,0.005021079
France,2000-05,3.23679E+12,67204491.38,60327417.83,4.600094387,5.001764014,7.308923417,7.661524666,100.7820663,9.42496E+11,7.43365E+11,14.40517812,4669718.446,1.602012222,14.8558484,29.79353256,75.49250533,1.45740257
Saudi Arabia,2003-05,1.7112E+12,222593713.3,141351628.4,1.346479498,3.701057094,7.8352422,11.7207553,79.170558,5.03984E+11,1.92168E+11,10.48699418,34644527.74,1.372852807,19.94190604,21.46819726,54.86425116,-1.257527767
Russia,2021-07,1.98557E+12,146277610.8,104649885,0.117336484,5.554738326,2.081035057,5.023788619,93.17943839,3.27733E+11,2.08054E+11,16.49519617,41526620.58,1.764745166,5.770203682,19.35969449,54.45382463,0.68969663
Saudi Arabia,2016-12,2.1738E+12,209206361,132742711.9,1.618067185,5.720529208,6.239150107,12.34704589,79.73352628,6.42234E+11,2.66186E+11,27.561,50727782.22,2.599533677,15.48880865,25.08337195,55.00171565,0.162351655
Italy,2007-03,2.33313E+12,59898803.71,34456894.59,4.382294223,6.573526586,4.218877508,12.15721977,80.87851142,5.73939E+11,3.35213E+11,8.754560654,9897335.582,1.958791195,12.49790554,25.77585547,77.0451301,1.302638727
Argantina,2000-03,1.10303E+12,17690337.06,17316958.02,-0.098575996,2.624764346,5.263028527,8.650421298,61.76678425,2.8627E+11,1.93124E+11,7.15037167,2044412.289,3.030651923,13.3108405,15.24929145,60.23617296,-2.250875895
Argantina,2017-07,1.01464E+12,17729997.67,17712436.19,1.011082594,7.553180959,4.841752231,14.76651145,94.69411852,2.06799E+11,2.30926E+11,10.5062427,2244572.902,3.138087104,2.590656066,16.05179177,68.587007,2.47848206
Mexico,2007-09,1.81059E+12,131900725.9,86745912.92,1.750752041,3.788188896,7.70558187,10.98201831,97.27508306,2.32146E+11,3.37079E+11,29.11657031,31579327.2,3.648442776,8.521718773,11.32946769,60.54437291,-0.620027843
Italy,2000-01,2.01126E+12,58152786.63,38578319.71,4.445144791,4.092810434,5.908907221,10.01139546,67.50476539,5.61985E+11,2.94072E+11,20.61556829,7783109.307,3.47832349,12.78628978,26.65186339,60.43136395,-2.444168096
Brazil,2022-10,1.63013E+12,206604809.3,141126392.4,2.12387341,7.805522728,3.818647921,6.352063909,51.44066082,2.84332E+11,4.20874E+11,13.22153604,21546818.79,3.734866128,13.58354609,29.51321986,66.82510377,0.20444564
Libia,2009-09,2.72597E+12,65249423.18,54800716.16,2.372447085,6.51428799,4.732769751,11.89433273,60.98424315,7.45543E+11,6.74614E+11,25.60194018,3839389.224,3.346519578,15.05337602,10.4056839,63.52508423,-0.97636893
Japan,2016-08,3.81265E+12,129302750.9,130059745.4,1.106539014,4.283131163,3.759015426,10.34310335,53.1933233,8.19442E+11,1.08292E+12,17.31144978,19346323.26,1.119153292,11.40648353,12.72789763,63.84740428,-0.955318022
Libia,2006-09,3.13976E+12,65901091.3,61857115.87,1.51064776,3.375838031,6.087811151,9.203155257,51.36038941,9.20801E+11,6.89428E+11,20.33330146,19484964.01,3.500513845,7.890640652,10.83654882,56.67142291,-0.742361089
Saudi Arabia,2016-09,2.12606E+12,201856398,155068480.8,0.542717867,8.202977079,2.699576771,7.203172148,85.38027763,5.1179E+11,3.59474E+11,26.83138723,57538902.59,1.367695132,14.65275635,12.63820558,60.22296405,1.597803524
France,2022-07,3.15162E+12,66406862.83,54937400.33,4.934740907,5.532026684,6.445735944,10.99452891,64.17399482,6.30521E+11,3.63961E+11,22.71863109,11935662.78,1.36712757,15.56843089,26.09123412,72.01489043,-0.854714425
India,2011-02,3.07254E+12,1397952249,740795242.7,4.915907474,7.81021947,4.650636212,9.61668005,52.04956806,4.05518E+11,4.47466E+11,29.75814202,336591499.1,1.424635,10.46906737,14.27066549,58.92841222,0.522897801
France,2008-08,3.11304E+12,64752688.58,55658374.66,2.592993884,9.443756192,5.098540019,8.40661944,70.44970929,4.45849E+11,9.10481E+11,20.07345799,8151121.63,3.235340162,6.496223338,20.07675477,50.77928813,1.732851583
United States,2006-09,2.40723E+13,320113864.2,303435388.7,1.082042295,9.490253495,3.794467383,5.894007909,109.7044335,2.96883E+12,5.01396E+12,14.39869739,76575575.74,3.24669863,15.74661257,11.26564262,75.75126023,-0.168351206
United States,2006-03,1.93107E+13,344330770.6,276176272,3.810332649,9.391436645,3.500328179,13.2200252,61.27629565,1.99374E+12,4.26603E+12,21.15506941,30141192.61,2.537402632,8.324341473,11.52516278,65.2322685,0.425682912
South Korea,2000-12,2.0258E+12,51189356.05,47313653.1,0.851347337,8.649987857,4.930824674,7.632725528,94.16207832,5.52943E+11,4.97318E+11,7.158633285,6931796.921,3.438133682,8.946870278,29.97255298,60.25821428,2.037474772
India,2006-08,2.50734E+12,1414722937,665508849.1,-0.76699364,5.875773733,6.022283682,6.242875626,92.38632697,6.73794E+11,3.55546E+11,15.69473449,247152354.3,3.493635253,15.65615566,25.38655277,70.3711502,0.588945733
Australia,2021-12,1.58131E+12,24216488.99,19278901.53,4.288214236,9.570213982,4.361365293,12.63527797,106.245472,2.02993E+11,4.55128E+11,25.20534818,5991256.171,3.773473945,7.704772101,27.73376456,79.94005185,-1.343270534
Italy,2021-06,1.89248E+12,61852611.98,39622860.3,0.183950255,6.277834837,4.169217717,13.31835517,106.2921432,4.95881E+11,3.88058E+11,25.18662627,14432669.74,2.574282265,15.68237452,17.53722078,73.39423929,0.616866861
Australia,2018-03,1.94365E+12,24721833.16,20358691.96,0.680506491,4.608942929,2.304235056,14.31231948,58.67871932,5.35651E+11,3.83897E+11,27.50877288,6999934.345,3.463628681,8.732313045,18.24932435,78.99284343,-0.816230965
United States,2006-07,2.11153E+13,334655244.7,307555513.4,-0.049079238,4.772697003,7.975808133,5.715763898,76.05546513,3.00603E+12,3.30104E+12,16.68083239,99273411.29,3.437162288,5.573301126,12.74888305,68.18593252,1.88163031
Australia,2014-03,1.75653E+12,25754797.8,22160319.05,-0.096241729,4.855124009,4.700174466,12.53912142,106.8884817,4.36129E+11,3.43101E+11,21.59253616,3190470.751,3.96340513,4.195909013,24.4720513,54.64791724,-1.095669292
Argantina,2005-02,1.18989E+12,16361666.7,15929162.99,0.223034295,9.783692676,5.618310407,5.03479425,64.59181858,1.73631E+11,1.77794E+11,18.92732684,1659100.491,2.238376237,4.293174384,23.33804899,67.0611999,0.643490442
Argantina,2004-05,1.12953E+12,16617932.55,14784612.14,0.685663751,6.194646726,6.082851216,12.2065806,69.39619078,3.06387E+11,2.22577E+11,18.70333613,1779450.928,2.149514925,1.981080812,21.5453838,72.46614442,0.21757137
Russia,2013-09,2.10905E+12,138585716.7,100032228.2,-0.699815023,5.144072688,3.502123515,11.82582174,55.49913872,2.25109E+11,4.44135E+11,23.66537611,23155945.87,1.843806029,10.47266002,16.76591074,58.88739021,-0.264201524
Libia,2022-01,2.79526E+12,64375126.89,52243139.53,-0.957717384,5.505240351,6.620767121,9.142519159,119.9533045,6.99004E+11,4.89123E+11,29.33016523,13529714.82,3.758238135,2.65953055,21.15184816,77.25344152,0.753987698
Brazil,2017-08,2.20487E+12,218191194.5,145975843.4,4.121361122,7.628020027,2.638042157,8.876776336,111.215746,5.32593E+11,4.08943E+11,20.32507389,62008768.76,2.792862687,5.32579996,23.38726859,57.9857801,0.595077255
Saudi Arabia,2009-02,1.73809E+12,217102362.2,145677284.9,-0.911657392,4.805200461,7.173800861,10.76861781,109.4560232,2.18513E+11,2.40896E+11,9.115493085,53468347.94,2.836580931,7.391667064,25.61298164,63.0616895,0.578012097
Egypt,2017-10,8.69178E+11,110175769.9,56470526.9,1.680354109,8.618374902,4.248253179,6.550327852,82.47332718,2.54415E+11,2.39925E+11,12.77708213,12193843.57,2.449864471,13.4480021,28.53438846,68.39978603,1.680582086
South Korea,2000-03,1.43744E+12,52998106.17,47820784.21,1.199882,8.722093693,7.875277338,8.106117909,76.82559898,2.83352E+11,2.86911E+11,23.75937262,13476341.66,3.973107509,16.28034567,15.99562838,60.74451939,0.590289109
United States,2003-03,1.75557E+13,325825749.9,272740485.2,2.047097073,3.349581171,5.484448637,9.672964993,78.2746658,4.03413E+12,3.21733E+12,14.98162174,69329346.95,1.171858852,9.217165056,13.90801048,51.15718816,-2.326586398
Qatar,2012-06,1.68429E+12,38253454.33,36870732.34,2.64615327,6.160445277,2.218199563,7.978996259,98.45895692,2.59554E+11,3.68637E+11,20.09752697,4830720.872,2.714784271,3.165496257,24.53942614,50.67583059,-2.323375069
United States,2006-08,1.97214E+13,318449924.7,292982675.4,2.274100047,3.206205536,6.977019808,8.025537304,81.00111735,3.93133E+12,2.94392E+12,17.55127566,21318242.59,1.56097479,6.238310913,17.18637238,57.46544617,-0.146220044
Libia,2018-04,2.20855E+12,67896105.74,62826075.24,-0.252699095,3.48079581,2.177678745,7.185037024,70.69769915,4.22261E+11,5.2989E+11,15.82230717,9587925.485,3.051252815,13.25386782,18.47926868,60.15916288,-0.600678103
India,2016-10,2.53087E+12,1401590241,761246466.1,-0.493355539,2.967654048,2.591717254,7.553043698,105.4804235,6.76197E+11,7.04497E+11,24.60021938,230861135.7,2.705157028,14.01178655,14.9532374,66.35363222,0.073674694
Indonesia,2011-11,1.2601E+12,284469581.5,177941048.1,1.964566641,4.680360246,2.693252128,6.775896285,119.3181652,2.14169E+11,1.55125E+11,16.13096879,23984893.49,2.844687073,1.458295708,21.21014879,70.60253877,-2.096409262
UAE,2006-09,2.20859E+12,59525689.45,33349379.64,4.174332325,7.895455341,3.122415983,8.472250594,89.75693096,2.30395E+11,4.37225E+11,13.51490485,16754105.08,1.677627749,8.571830849,13.24558923,53.85016681,-1.100999225
United Kingdom,2009-09,2.6915E+12,65868211.05,55933977.86,2.289430576,5.960373449,3.263723524,8.632781215,70.18727954,6.52275E+11,4.67056E+11,16.7426127,19585534.33,3.685894036,13.50365252,19.65265966,60.56453761,2.215825083
Canada,2022-05,1.49822E+12,37058077.21,32984304.81,1.743862298,6.337661143,2.231840542,5.681076846,82.86177522,4.24953E+11,3.72277E+11,18.5757003,2116776.187,1.204840347,12.96971829,13.83455043,67.2767167,-0.232211658
France,2007-08,2.67261E+12,69591415.04,56553265.64,4.741359344,3.833884398,4.739263128,12.22960053,104.2136496,4.33095E+11,2.76072E+11,20.64685928,9085904.899,2.563559954,2.228680762,17.82248602,68.93429433,-2.083896411
United Kingdom,2020-05,3.3426E+12,69311898.35,60697281.86,0.33249522,4.22065587,4.560044786,10.70872514,97.78199959,3.84825E+11,7.42425E+11,6.479670336,17796284.91,1.121274952,8.410903538,18.39963766,67.11157631,-2.022762503
United Kingdom,2006-04,2.54998E+12,66285658.21,65559225.77,1.010643155,2.449735469,7.747662983,5.41580349,114.3545547,6.69496E+11,5.66491E+11,27.03945736,6558568.411,1.562239816,9.432219071,29.93007696,50.27617285,-1.789529101
Italy,2007-03,1.79763E+12,60326542.2,38375907.08,4.043122177,6.454162974,2.605492516,11.9385805,85.07427919,4.29311E+11,2.00318E+11,5.088824681,16696085.93,2.705274119,4.394749994,24.09172964,71.22063514,2.074169606
Russia,2004-06,2.10952E+12,142008266.2,108398349.7,-0.787945013,2.342086568,7.287323428,5.510804846,88.42393592,6.02752E+11,2.97643E+11,16.0673224,30092692.96,2.685504166,7.908950346,25.75263786,62.28294187,-0.569536988
United States,2021-04,2.51949E+13,339052650.3,330181558.8,1.973001309,6.652953451,7.307781765,10.23969989,55.00360449,6.24032E+12,3.21993E+12,13.57477072,88531530.76,1.832942072,18.7560885,26.30439005,79.04509667,-1.975733377
Canada,2012-10,1.94406E+12,38095577.33,35792036.42,3.470310998,4.401663719,3.787252326,7.639557417,61.70783123,3.12894E+11,5.64878E+11,7.149406837,4196571.859,1.954052265,3.922503434,11.54803153,54.85573507,0.13899524
Japan,2016-02,3.74821E+12,126047927.9,105648167.9,2.612111582,2.010437444,5.856659911,9.83321238,57.64918381,4.41093E+11,3.79986E+11,18.79112129,31718365.87,3.569631246,11.81550879,27.74335626,75.85938546,0.991113125
Canada,2021-09,1.86967E+12,36762374.27,33612618.47,2.822582003,7.352401763,6.594487347,10.02917127,64.77699735,3.13919E+11,3.28949E+11,22.18550636,7589942.444,2.48506985,9.994036273,11.20316395,70.68954259,1.520638234
Mexico,2016-12,1.61548E+12,121793432,79172767.34,4.544029308,3.990090364,6.535250992,8.195110454,77.38400534,4.67755E+11,3.10501E+11,23.13305455,22831837.52,3.291716103,7.029944919,27.53789578,66.46767187,-0.954195507
South Korea,2015-12,1.37703E+12,50252168.82,45499041.49,-0.683926099,6.422770176,7.932734218,9.223267062,88.64790496,1.98239E+11,1.94139E+11,13.20933638,13003396.94,3.881729023,15.05477934,10.41112568,63.15239771,-0.396488142
Argantina,2007-04,1.19707E+12,17364464.24,16534059.19,2.875009121,7.588869878,5.315334747,13.44828433,52.58262452,3.45086E+11,3.04914E+11,18.22404574,4603007.122,3.483941678,8.968414799,26.79632353,55.65014186,-0.153991499
Libia,2018-07,2.44509E+12,63965330.51,50861637.05,3.05208944,2.688629183,7.853563786,7.608939837,57.67404433,4.26605E+11,3.79515E+11,6.96130897,13698297.96,3.333072632,1.040306312,21.43762646,69.36725108,2.416765833
Australia,2001-12,1.5448E+12,25423815.85,20888736.25,-0.162505445,7.931505197,4.903266378,14.51868361,54.35492399,3.02607E+11,2.32015E+11,17.62413616,1541611.522,1.12136914,11.18682897,17.06400153,50.68869237,0.543480522
Brazil,2019-10,2.19106E+12,219048639.9,160392503.5,1.875458927,5.879105403,7.640317522,12.31614414,56.31480516,4.10094E+11,4.02332E+11,7.810216831,57257454.07,1.84460329,8.1006468,29.59425575,70.46178543,1.529291009
Saudi Arabia,2007-04,1.86945E+12,216569851.7,161096621.2,4.308905663,2.719001921,6.43566785,5.981518171,78.2903971,3.53775E+11,2.94122E+11,26.58281368,42575439.19,1.421576611,8.08165966,11.57639477,64.83745275,-0.725813854
Mexico,2009-07,1.95414E+12,127083818.1,79821924.67,3.404438376,4.385310985,2.371141691,7.470067889,102.8663845,5.05427E+11,3.0352E+11,13.1980769,23807200.31,1.785904918,12.51729869,15.64087107,53.62625784,-1.725838731
Brazil,2006-12,1.59558E+12,222056064.3,160362644,0.075552286,5.391225143,3.614777069,11.84529651,110.7093507,2.87468E+11,2.96407E+11,14.96165315,36041063.99,1.107555043,12.25948976,29.04075932,73.55967552,1.807057044
Indonesia,2009-11,1.47045E+12,283728092.3,165918969.8,4.263526314,2.516005747,7.898410528,5.839215373,75.75765866,1.63116E+11,1.63741E+11,26.65710446,18698177.21,3.377864598,18.23074081,28.70099704,75.92131272,2.275821501
Libia,2008-03,2.23821E+12,65884285.86,60125650.41,4.289331946,3.874894624,5.284589766,12.84826567,51.29466649,3.18858E+11,2.40536E+11,8.17060395,6220532.103,1.088746508,9.319726264,18.25096575,58.75032827,-0.908840739
UAE,2007-07,2.02141E+12,61556809.27,37575988.4,3.714585433,3.06218784,6.427410792,13.69606965,68.5954332,3.51064E+11,4.40902E+11,26.70605702,17048073.19,2.603276892,13.50324031,27.45821167,56.93891697,1.626071806
Russia,2006-05,1.64227E+12,140298542.4,107903711.4,-0.218495582,6.392491972,7.496167514,12.91471467,115.9000476,2.45775E+11,4.76947E+11,16.87959716,29135198.34,1.88192169,19.89058822,18.75529096,55.62554404,0.369691883
Libia,2005-06,2.70913E+12,68975045.99,64403717.04,0.210174231,3.855460063,3.078497556,6.589309468,81.84686386,6.15462E+11,6.53583E+11,13.17996475,14205605.83,1.007106044,17.87718998,27.39504335,66.32256778,-1.283148353
Indonesia,2002-08,1.5852E+12,259812845.3,165270607,-0.387530605,3.057927111,2.007850185,11.87712636,67.67643244,2.55168E+11,1.73432E+11,5.198612897,64480534.8,2.984228781,8.264051269,11.39796583,73.27424281,2.131778063
United States,2011-05,1.74007E+13,319928982,283070089.8,0.494198645,9.441713419,6.853225259,7.767668676,117.4655948,3.0566E+12,3.7181E+12,19.10032103,67951801.8,1.730885707,18.51897542,15.31354432,69.94522572,1.328804201
Canada,2018-11,1.42065E+12,37175606.37,31440856.76,1.893603642,6.479988301,3.177920758,11.55304725,88.68612883,3.81338E+11,3.99641E+11,22.36286444,7716475.73,2.816177815,4.17524303,27.66479885,60.80642023,0.957030077
Canada,2018-03,2.00881E+12,37648667.43,34671330.47,0.124841049,6.432315089,3.215486883,12.94513759,75.7120046,3.71362E+11,4.58135E+11,7.148923594,4845262.251,3.800005772,17.38024633,14.62424844,65.38504767,0.416590754
Argantina,2011-08,1.1178E+12,17752031.53,17087637.85,-0.494977131,5.993818893,7.366089326,9.120945132,109.3570554,2.89328E+11,3.14423E+11,11.57683821,3091317.141,2.005630388,11.15109882,10.38245776,57.25019458,2.370181264
Japan,2014-02,3.67727E+12,126104804.4,121921350.4,2.6223271,6.01539344,6.043766018,6.669433924,80.67308463,9.19508E+11,7.93889E+11,27.65698616,20295337.83,1.396536971,1.926424437,19.5488901,63.12718487,-1.217435757
UAE,2021-09,1.99851E+12,58671552.46,32681299.22,2.996096128,7.294766973,7.137450867,6.597237223,111.8993203,5.17357E+11,2.42725E+11,29.56002081,3506411.301,3.384464978,9.142314843,27.30746742,71.84998713,-2.196684734
Japan,2014-08,4.9955E+12,121554651.6,103289720.4,-0.074443233,7.762256856,2.237777557,9.328146912,56.39631091,1.18608E+12,7.52297E+11,22.11651637,11403939.86,2.188707015,18.58363523,17.68003444,53.42050176,-0.65021132
Spain,2015-06,1.55375E+12,47983398.54,35949166.33,1.769382502,4.0316091,4.667036729,6.730471489,66.48243331,3.27172E+11,2.48998E+11,8.990150118,9832120.482,3.509399683,16.60656912,26.68204579,50.51690135,0.930507347
Indonesia,2003-07,1.26445E+12,274450305.7,184092172.8,3.157729944,8.674236281,7.736963233,13.5396883,115.6743683,1.30873E+11,2.85497E+11,11.69314198,69229768.36,3.457113944,1.907605004,21.91110493,75.52646355,0.437066907
Japan,2018-05,3.51391E+12,128901422.6,109680065.7,2.587486309,9.341015248,4.514662066,12.70165093,105.9867628,3.58659E+11,9.94395E+11,9.719498991,15555128.48,3.612323988,14.04523306,17.43715937,52.63638815,-0.568836471
Australia,2010-03,1.5626E+12,25386408.44,22406691.06,0.953535514,2.434344622,2.892911831,10.6584878,116.420059,4.45582E+11,1.91723E+11,26.88072236,2753216.059,3.729613414,15.41138085,29.22527756,63.25185381,1.157926665
Spain,2020-12,1.57758E+12,49230237.84,37832123.17,4.917284133,8.496949043,5.696583257,5.75586553,68.15539758,4.23196E+11,3.87502E+11,29.06731315,7344994.741,3.683361844,17.37469484,29.32268673,58.17350997,-0.027338379
France,2014-05,2.28298E+12,67086251.87,53654948.74,3.838134407,3.997001254,7.973981161,6.775956412,76.4618871,2.95035E+11,4.19718E+11,17.10135763,15821613.37,1.004179993,5.385275184,15.39844681,68.01829432,-1.114027312
Mexico,2005-04,2.03476E+12,132811474.3,94563651.9,4.044777189,9.02366721,7.825859064,13.27426702,64.3245854,5.25931E+11,4.92226E+11,18.89649441,12434313.66,1.144046478,5.125809865,27.53888771,58.08866386,-0.265100402
Netherlands,2022-06,1.20663E+12,17501558.13,17699363.7,0.997098301,3.220224869,7.331713594,11.09567985,91.70796873,2.58171E+11,1.29122E+11,11.21879816,3817346.913,1.098981532,12.52824262,11.00463352,50.25429383,1.958587367
United States,2006-02,1.92366E+13,343078925.4,279381416.6,1.469518616,5.811545128,4.451277137,8.483773975,92.79240066,4.52551E+12,5.61119E+12,8.166397209,94380375.62,3.392125061,6.371947505,14.00512483,53.49498261,-0.381383726
United Kingdom,2008-04,2.90898E+12,67433902.86,65737668.63,3.247082364,6.120220304,5.310172987,6.948949793,88.77605682,3.34697E+11,6.22916E+11,21.07203634,19923115.28,2.274921288,10.41869745,19.04316325,57.79350999,-2.028264597
India,2009-08,2.40364E+12,1370348802,618166276.8,4.643131242,7.579563927,3.33881529,7.761542372,72.55706992,4.899E+11,5.4408E+11,6.914658927,294744394.1,1.223302663,18.36395453,19.9464081,78.01031497,0.712148849
Indonesia,2019-04,1.56952E+12,261208604.5,170083236.2,0.546031022,8.741821216,7.343776254,10.8546723,68.26120425,2.79051E+11,3.51724E+11,15.6311698,63806407.1,2.106804916,10.60406098,13.78045286,70.93384639,1.826121178
Saudi Arabia,2011-11,2.17467E+12,202213877.8,133632629,1.474732748,5.395615132,6.760392011,13.87184782,71.21534461,4.95283E+11,4.57388E+11,9.437697995,26592928.53,1.059331024,6.772287601,12.10954697,76.95143875,1.994550029
China,2005-03,1.67598E+13,1450495444,804527849.2,4.308051979,3.667158054,3.601862302,11.58727139,59.07210257,3.72005E+12,2.69099E+12,20.65162017,361953759.9,2.182866982,7.289482535,16.61481607,60.73089456,1.417879495
Indonesia,2009-07,1.53046E+12,279546655.4,180086182.3,1.731862074,5.02736636,5.930481404,10.14471251,70.42010837,3.16161E+11,3.54462E+11,18.61382205,15027156.76,3.979532967,15.38271448,14.86977873,72.81955073,1.33866371
Egypt,2000-08,8.37387E+11,104789546.5,55703599.7,4.651567641,4.752477466,5.585438882,12.17291336,102.2229779,1.64307E+11,1.8645E+11,21.42631821,7944496.333,2.935331836,10.70629584,17.56999059,57.85208598,0.689597284
China,2002-06,1.57407E+13,1391771642,865752720.3,3.904502983,9.517232992,4.779746525,5.636870499,97.43774152,2.4638E+12,1.86598E+12,26.39414856,118209210.5,2.519113715,15.98171982,13.9818783,76.89906324,-0.842063597
Saudi Arabia,2018-09,1.81808E+12,209538131.9,135904394.9,0.003763066,4.305597589,4.19120411,7.516647109,90.41382632,3.99296E+11,1.98475E+11,21.24135803,34970248.23,2.641088526,17.97235155,13.66673817,62.13347972,-0.074222096
Egypt,2006-03,8.5171E+11,112738778.1,53224414.75,4.707128722,2.845419934,7.920290282,14.27984383,112.2439571,90335868108,1.19488E+11,19.19510034,25965469.35,3.204283139,1.876635348,23.77457788,64.89061865,-0.932030825
Canada,2022-01,1.77727E+12,36122927.72,33875289.04,2.111176693,9.97932841,2.627093592,12.05019089,65.19224523,2.51073E+11,1.84381E+11,5.163591408,3491485.995,1.526507308,1.008310423,24.34298087,65.11020583,-0.519272608
Russia,2002-02,1.73642E+12,144573546.9,120820586.4,2.063597212,2.156067068,3.246449404,8.545216717,81.91485365,4.07809E+11,3.78746E+11,17.73162501,37513018,1.588747116,2.479709893,26.76409065,63.86492698,0.266771237
China,2014-09,1.64966E+13,1446482903,906722414,2.268699033,2.266590553,7.73515134,13.17767106,102.7395532,3.10738E+12,4.75941E+12,17.24615995,332975544.5,1.301777536,5.158358507,18.48411009,67.4389397,1.527773196
Ghana,2016-01,3.14057E+12,70651946.8,70642666.85,2.734479928,8.479940045,7.265012311,10.5510011,106.7112977,5.78572E+11,6.42233E+11,6.315300146,19137670.65,1.421112279,6.247728897,16.3492595,53.47702203,2.108767178
Brazil,2022-10,1.72692E+12,202571023.2,132806536.3,3.632599486,4.287793872,7.355631611,13.35129836,66.58616889,4.12201E+11,3.25454E+11,10.37367858,40013470.71,3.512079268,18.60907191,11.17458034,62.56204726,0.522106704
Saudi Arabia,2014-10,1.7058E+12,217764993,161048335.1,3.373527513,9.188200993,4.968248056,12.87811804,50.78480937,5.07452E+11,4.84186E+11,26.03372357,42887000.55,2.632462992,3.852473284,11.0792643,57.67630465,-1.745102708
Spain,2003-10,1.47417E+12,46472929.37,34077459.38,2.291706007,7.24931709,4.006430852,6.312529824,99.26092446,1.85446E+11,3.88254E+11,18.65056084,5082327.605,3.696187114,3.693673747,22.02367313,68.52533875,-2.313463032
Saudi Arabia,2011-11,1.98294E+12,220694805.5,160941866.6,1.906584203,8.826400146,4.122713705,13.55514928,109.0779246,4.37699E+11,3.34968E+11,19.78013488,61016489.91,2.909618632,16.96024402,16.89252217,58.76930116,-1.220765326
Japan,2006-06,4.1149E+12,130463183.6,111930107.1,2.324281422,5.227252221,7.625419122,12.88389469,80.33457183,9.38703E+11,1.0251E+12,6.778537795,28497064.79,1.418469335,4.590010081,19.22423135,79.38357949,2.260786323
Libia,2001-08,2.20521E+12,69364002.28,62947869.77,1.992686278,4.603408363,6.533530655,6.070290299,95.53103589,5.16847E+11,4.64725E+11,26.94451242,9188301.104,2.434483678,15.41458499,24.33373867,66.87380874,-1.139325433
Ghana,2022-03,3.10304E+12,64639059.4,62616766.35,0.489639949,7.383955582,3.121627324,8.764389394,102.767135,7.78989E+11,4.4044E+11,14.40703901,11352330.6,2.76207708,15.106252,10.47273766,53.45971764,-1.711385498
